01.91529167,03.76685417,1 
03.76685417,05.43597917,2 
05.43597917,07.02847917,3 
07.02847917,08.72064583,4 
08.72064583,10.34564583,5 
10.34564583,12.04460417,6 
12.04460417,13.72914583,7 
13.72914583,15.42843750,8 
15.42843750,17.06652083,9 
17.06652083,18.72097917,10 
18.72097917,20.65779167,11 
20.65779167,22.33445833,12 
22.33445833,23.99685417,13 
23.99685417,25.78697917,14 
25.78697917,27.54779167,15 
27.54779167,29.35356250,16 
29.35356250,31.11364583,17 
31.11364583,32.88325000,18 
32.88325000,34.80972917,19 
34.80972917,36.50868750,20 
36.50868750,38.16297917,21 
38.16297917,39.92468750,22 
39.92468750,41.57714583,23 
41.57714583,43.35360417,24 
43.35360417,45.06216667,25 
45.06216667,46.82137500,26 
46.82137500,48.70720833,27 
48.70720833,50.41466667,28 
50.41466667,52.15927083,29 
52.15927083,54.04233333,30 
54.04233333,55.63618750,31 
55.63618750,57.39533333,32 
57.39533333,59.25368750,33 
59.25368750,61.03708333,34 
61.03708333,62.86168750,35 
62.86168750,64.64672917,36 
64.64672917,66.37520833,37 
66.37520833,68.21291667,38 
68.21291667,70.14822917,39 
70.14822917,71.90316667,40 
71.90316667,73.57839583,41 
73.57839583,75.43054167,42 
75.43054167,77.20595833,43 
77.20595833,78.92875000,44 
78.92875000,80.79570833,45 
80.79570833,82.47985417,46 
82.47985417,84.29418750,47 
84.29418750,86.17658333,48 
86.17658333,87.91933333,49 
87.91933333,89.68941667,50 
89.68941667,91.44860417,51 
91.44860417,93.04245833,52 
93.04245833,94.80985417,53 
94.80985417,96.57193750,54 
96.57193750,98.21625000,55 
98.21625000,99.93906250,56 
99.93906250,101.52543750,57 
101.52543750,103.25729167,58 
103.25729167,104.99193750,59 
104.99193750,106.54800000,60 
106.54800000,108.25466667,61 
108.25466667,109.97589583,62 
109.97589583,111.72166667,63 
111.72166667,113.45225000,64 
113.45225000,115.19779167,65 
115.19779167,116.95118750,66 
116.95118750,118.67564583,67 
118.67564583,120.47356250,68 
120.47356250,122.24906250,69 
122.24906250,123.91972917,70 
123.91972917,125.70466667,71 
125.70466667,127.53137500,72 
127.53137500,129.12364583,73 
129.12364583,130.84097917,74 
130.84097917,132.57581250,75 
132.57581250,134.26112500,76 
134.26112500,135.92147917,77 
135.92147917,137.58475000,78 
137.58475000,139.29722917,79 
139.29722917,141.10550000,80 
141.10550000,142.82033333,81 
142.82033333,144.60304167,82 
144.60304167,146.42581250,83 
146.42581250,148.27562500,84 
148.27562500,150.12120833,85 
150.12120833,151.92793750,86 
151.92793750,153.68747917,87 
153.68747917,155.51708333,88 
155.51708333,157.27068750,89 
157.27068750,159.16731250,90 
159.16731250,160.99681250,91 
160.99681250,162.80881250,92 
162.80881250,164.59193750,93 
164.59193750,166.45233333,94 
166.45233333,168.19181250,95 
168.19181250,170.11283333,96 
170.11283333,171.89385417,97 
171.89385417,173.73814583,98 
173.73814583,175.50589583,99 
175.50589583,177.36602083,100 
177.36602083,179.31152083,101 
179.31152083,181.30897917,102 
181.30897917,183.19104167,103 
183.19104167,184.96804167,104 
184.96804167,186.77397917,105 
186.77397917,188.67831250,106 
188.67831250,190.46197917,107 
190.46197917,192.33025000,108 
192.33025000,194.20493750,109 
194.20493750,196.14141667,110 
196.14141667,198.13687500,111 
198.13687500,200.01312500,112 
200.01312500,201.87091667,113 
201.87091667,203.80725000,114 
203.80725000,205.78860417,115 
205.78860417,207.70143750,116 
207.70143750,209.73654167,117 
209.73654167,211.51879167,118 
211.51879167,213.38056250,119 
213.38056250,215.25287500,120 
215.25287500,217.10700000,121 
217.10700000,218.95743750,122 
218.95743750,221.06781250,123 
221.06781250,222.77637500,124 
222.77637500,224.68070833,125 
224.68070833,226.66175000,126 
226.66175000,228.63770833,127 
228.63770833,230.65677083,128 
230.65677083,232.47014583,129 
232.47014583,234.32395833,130 
234.32395833,236.31950000,131 
236.31950000,238.13350000,132 
238.13350000,240.00170833,133 
240.00170833,241.90643750,134 
241.90643750,243.91016667,135 
243.91016667,245.76275000,136 
245.76275000,247.56062500,137 
247.56062500,249.32200000,138 
249.32200000,251.23762500,139 
251.23762500,253.19975000,140 
253.19975000,255.01312500,141 
255.01312500,256.98235417,142 
256.98235417,258.74231250,143 
258.74231250,260.73693750,144 
260.73693750,262.48175000,145 
262.48175000,264.24954167,146 
264.24954167,266.17022917,147 
266.17022917,268.16958333,148 
268.16958333,272.08533333,149 
